nodeid,first,last
tests/test_biotpolygonanalytic.py::test_the_neighbourhood_of_a_vertex_is_evaluated_too[thin_plate-1e-12],not_run,unobserved
tests/test_biotpolygonanalytic.py::test_the_neighbourhood_of_a_vertex_is_evaluated_too[trapezium-1e-06],not_run,unobserved
tests/test_biotpolygonanalytic.py::test_the_neighbourhood_of_a_vertex_is_evaluated_too[trapezium-1e-09],not_run,unobserved
tests/test_biotpolygonanalytic.py::test_the_neighbourhood_of_a_vertex_is_evaluated_too[trapezium-1e-12],not_run,unobserved
tests/test_biotpolygonanalytic.py::test_the_oracle_is_converged_so_it_can_be_used_as_one,not_run,unobserved
tests/test_biotpolygonanalytic.py::test_the_packed_driver_reproduces_the_host_driver[hexagon],not_run,unobserved
tests/test_biotpolygonanalytic.py::test_the_packed_driver_reproduces_the_host_driver[rectangle],not_run,unobserved
tests/test_biotpolygonanalytic.py::test_the_packed_driver_reproduces_the_host_driver[thin_plate],not_run,unobserved
tests/test_biotpolygonanalytic.py::test_the_packed_driver_reproduces_the_host_driver[trapezium],not_run,unobserved
tests/test_biotpolygonanalytic.py::test_the_packed_driver_takes_a_batch_of_unlike_sections_in_one_call,not_run,unobserved
tests/test_biotpolygonanalytic.py::test_the_two_edges_at_a_corner_are_handed_the_same_corner[hexagon],not_run,unobserved
tests/test_biotpolygonanalytic.py::test_the_two_edges_at_a_corner_are_handed_the_same_corner[rectangle],not_run,unobserved
tests/test_biotpolygonanalytic.py::test_the_two_edges_at_a_corner_are_handed_the_same_corner[thin_plate],not_run,unobserved
tests/test_biotpolygonanalytic.py::test_the_two_edges_at_a_corner_are_handed_the_same_corner[trapezium],not_run,unobserved
tests/test_biotpolygonarc.py::test_a_horizontal_edge_contributes_nothing,not_run,unobserved
tests/test_biotpolygonarc.py::test_a_quarter_turn_amplitude_reproduces_the_full_turns_own_values[reversed],not_run,unobserved
tests/test_biotpolygonarc.py::test_a_quarter_turn_amplitude_reproduces_the_full_turns_own_values[sloped],not_run,unobserved
tests/test_biotpolygonarc.py::test_a_quarter_turn_amplitude_reproduces_the_full_turns_own_values[steep],not_run,unobserved
tests/test_biotpolygonarc.py::test_a_quarter_turn_amplitude_reproduces_the_full_turns_own_values[vertical],not_run,unobserved
tests/test_biotpolygonarc.py::test_a_rectangular_section_reproduces_bow,not_run,unobserved
tests/test_biotpolygonarc.py::test_a_single_gauss_rule_over_the_sweep_is_not_a_reference,not_run,unobserved
tests/test_biotpolygonarc.py::test_the_arc_is_finite_where_a_target_is_level_with_a_corner,not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[hexagon-long],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[hexagon-short],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[hexagon-straddling],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[hexagon-turn],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[rectangle-long],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[rectangle-short],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[rectangle-straddling],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[rectangle-turn],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[thin_plate-long],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[thin_plate-short],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[thin_plate-straddling],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[thin_plate-turn],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[trapezium-long],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[trapezium-short],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[trapezium-straddling],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_closed_form_matches_the_volume_integral[trapezium-turn],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_edge_reference_is_converged_so_it_can_be_used_as_one,not_run,unobserved
tests/test_biotpolygonarc.py::test_the_recorded_envelopes_are_not_loose[hexagon],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_recorded_envelopes_are_not_loose[rectangle],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_recorded_envelopes_are_not_loose[thin_plate],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_recorded_envelopes_are_not_loose[trapezium],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[reversed-0.35],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[reversed-0.7],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[reversed-1.2],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[reversed-1.5707963267948966],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[sloped-0.35],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[sloped-0.7],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[sloped-1.2],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[sloped-1.5707963267948966],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[steep-0.35],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[steep-0.7],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[steep-1.2],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[steep-1.5707963267948966],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[vertical-0.35],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[vertical-0.7],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[vertical-1.2],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_reduction_reproduces_the_edge_integral_at_an_interior_amplitude[vertical-1.5707963267948966],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_sweep_to_a_full_turn_reproduces_the_ring[hexagon],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_sweep_to_a_full_turn_reproduces_the_ring[rectangle],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_sweep_to_a_full_turn_reproduces_the_ring[thin_plate],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_sweep_to_a_full_turn_reproduces_the_ring[trapezium],not_run,unobserved
tests/test_biotpolygonarc.py::test_the_volume_reference_is_converged_where_the_gate_reads_it,not_run,unobserved
tests/test_biotpolygongradient.py::test_agreement_is_independent_of_the_quadrature_rule[rule0],not_run,unobserved
tests/test_biotpolygongradient.py::test_agreement_is_independent_of_the_quadrature_rule[rule1],not_run,unobserved
tests/test_biotpolygongradient.py::test_agreement_is_independent_of_the_quadrature_rule[rule2],not_run,unobserved
tests/test_biotpolygongradient.py::test_agreement_is_independent_of_the_quadrature_rule[rule3],not_run,unobserved
tests/test_biotpolygongradient.py::test_closed_form_gradient_matches_complex_step[vertices0],not_run,unobserved
tests/test_biotpolygongradient.py::test_closed_form_gradient_matches_complex_step[vertices1],not_run,unobserved
tests/test_biotpolygongradient.py::test_closed_form_gradient_matches_complex_step[vertices2],not_run,unobserved
tests/test_biotpolygongradient.py::test_public_kernel_reproduces_the_complex_step_field,not_run,unobserved
tests/test_biotpolygongradient.py::test_target_blocking_does_not_change_the_result,not_run,unobserved
tests/test_biotpolygongradient.py::test_targets_inside_the_conductor_agree,not_run,unobserved
tests/test_biotpolygonmoments.py::test_field_moment_blocks_match_midpoint_subdivision_near_and_far,not_run,unobserved
tests/test_biotpolygonmoments.py::test_field_moment_expansion_point_translation_identity,not_run,unobserved
tests/test_biotpolygonmoments.py::test_flux_moment_blocks_match_midpoint_subdivision_near_and_far,not_run,unobserved
tests/test_biotpolygonmoments.py::test_flux_moment_expansion_point_translation_identity,not_run,unobserved
tests/test_biotpolygonmoments.py::test_hexagon_field_moment_parity_zeros,not_run,unobserved
tests/test_biotpolygonmoments.py::test_hexagon_vertical_flux_moment_vanishes_by_symmetry,not_run,unobserved
tests/test_biotpolygonmoments.py::test_zero_field_moment_coefficients_reduce_to_uniform_kernels,not_run,unobserved
tests/test_biotpolygonmoments.py::test_zero_moment_coefficients_reduce_to_uniform_flux_kernel,not_run,unobserved
tests/test_biotpolysection.py::test_a_hexagon_authored_machine_couples_the_exact_section_moments,not_run,unobserved
tests/test_biotpolysection.py::test_a_hexagonal_plasma_cell_is_coupled_as_the_finite_section_it_is,not_run,unobserved
tests/test_biotpolysection.py::test_a_rectangular_plasma_mesh_routes_only_complete_cells_to_cylinder,not_run,unobserved
tests/test_biotpolysection.py::test_a_rectangular_section_reproduces_the_closed_form_kernel,not_run,unobserved
tests/test_biotpolysection.py::test_a_target_on_a_section_edge_stays_finite,not_run,unobserved
tests/test_biotpolysection.py::test_accelerator_policy_requires_the_exact_axisymmetric_ring_lane,not_run,unobserved
tests/test_biotpolysection.py::test_adding_moment_attributes_keeps_uniform_assembly_bitwise_identical,not_run,unobserved
tests/test_biotpolysection.py::test_coilset_factories_reject_routes_outside_the_cache_identity,not_run,unobserved
tests/test_biotpolysection.py::test_every_real_plasma_cell_evaluates_in_closed_form_including_the_clipped_ones,not_run,unobserved
tests/test_biotpolysection.py::test_hex_mesh_moment_attributes_match_direct_polygon_evaluation,not_run,unobserved
tests/test_biotpolysection.py::test_hollow_source_integrates_only_positive_material_triangles,not_run,unobserved
tests/test_biotpolysection.py::test_plasma_assemblies_request_kernel_axis_companions,not_run,unobserved
tests/test_biotpolysection.py::test_policy_exposes_only_exact_section_kernels,not_run,unobserved
tests/test_biotpolysection.py::test_policy_numeric_domains_have_one_canonical_cache_key,not_run,unobserved
tests/test_biotpolysection.py::test_preclip_samples_come_from_the_verified_authored_generator,not_run,unobserved
tests/test_biotpolysection.py::test_the_closed_form_is_reached_through_the_production_configuration,not_run,unobserved
tests/test_biotpolysection.py::test_the_far_field_reproduces_the_point_filament,not_run,unobserved
tests/test_biotpolysection.py::test_the_flux_stays_finite_and_smooth_through_the_conductor,not_run,unobserved
tests/test_biotpolysection.py::test_the_plasma_grid_defaults_to_hexagonal_cells,not_run,unobserved
tests/test_biotpolysection.py::test_the_quadrature_override_reaches_the_kernel,not_run,unobserved
tests/test_biotpolysection.py::test_the_section_orientation_does_not_change_the_field[-1],not_run,unobserved
tests/test_biotpolysection.py::test_the_section_orientation_does_not_change_the_field[1],not_run,unobserved
tests/test_biotpolysection.py::test_the_shipped_default_is_the_closed_form_everywhere,not_run,unobserved
tests/test_biotpolysection.py::test_vector_potential_masks_the_magnetic_axis_division,not_run,unobserved
tests/test_biotrangefunction.py::test_a_product_of_bounded_factors_keeps_bounded_coefficients,not_run,unobserved
tests/test_biotrangefunction.py::test_a_series_and_its_range_function_are_the_same_function[alternating],not_run,unobserved
tests/test_biotrangefunction.py::test_a_series_and_its_range_function_are_the_same_function[constant],not_run,unobserved
tests/test_biotrangefunction.py::test_a_series_and_its_range_function_are_the_same_function[deep],not_run,unobserved
tests/test_biotrangefunction.py::test_a_series_and_its_range_function_are_the_same_function[linear],not_run,unobserved
tests/test_biotrangefunction.py::test_a_series_and_its_range_function_are_the_same_function[quadratic],not_run,unobserved
tests/test_biotrangefunction.py::test_deflation_reproduces_the_series_it_divided[-1.0],not_run,unobserved
tests/test_biotrangefunction.py::test_deflation_reproduces_the_series_it_divided[-1.5],not_run,unobserved
tests/test_biotrangefunction.py::test_deflation_reproduces_the_series_it_divided[1.05],not_run,unobserved
tests/test_biotrangefunction.py::test_deflation_reproduces_the_series_it_divided[1.0],not_run,unobserved
tests/test_biotrangefunction.py::test_the_algebra_keeps_end_values_out_of_the_series,not_run,unobserved
tests/test_biotrangefunction.py::test_the_deflation_is_why_a_far_root_takes_the_other_route,not_run,unobserved
tests/test_biotrangefunction.py::test_the_helpers_carry_arrays_as_readily_as_scalars,not_run,unobserved
tests/test_biotrangefunction.py::test_the_rising_integral_is_the_integral_it_claims_to_be[alternating],not_run,unobserved
tests/test_biotrangefunction.py::test_the_rising_integral_is_the_integral_it_claims_to_be[constant],not_run,unobserved
tests/test_biotrangefunction.py::test_the_rising_integral_is_the_integral_it_claims_to_be[deep],not_run,unobserved
tests/test_biotrangefunction.py::test_the_rising_integral_is_the_integral_it_claims_to_be[linear],not_run,unobserved
tests/test_biotrangefunction.py::test_the_rising_integral_is_the_integral_it_claims_to_be[quadratic],not_run,unobserved
tests/test_biotrangefunction.py::test_the_rising_integral_reaches_the_whole_range_at_a_quarter_turn,not_run,unobserved
tests/test_biotrangefunction.py::test_the_rising_integral_vanishes_at_the_lower_limit_exactly[alternating],not_run,unobserved
tests/test_biotrangefunction.py::test_the_rising_integral_vanishes_at_the_lower_limit_exactly[constant],not_run,unobserved
tests/test_biotrangefunction.py::test_the_rising_integral_vanishes_at_the_lower_limit_exactly[deep],not_run,unobserved
tests/test_biotrangefunction.py::test_the_rising_integral_vanishes_at_the_lower_limit_exactly[linear],not_run,unobserved
tests/test_biotrangefunction.py::test_the_rising_integral_vanishes_at_the_lower_limit_exactly[quadratic],not_run,unobserved
tests/test_biotrangefunction.py::test_the_round_trip_returns_the_range_function_it_started_from[alternating],not_run,unobserved
tests/test_biotrangefunction.py::test_the_round_trip_returns_the_range_function_it_started_from[constant],not_run,unobserved
tests/test_biotrangefunction.py::test_the_round_trip_returns_the_range_function_it_started_from[deep],not_run,unobserved
tests/test_biotrangefunction.py::test_the_round_trip_returns_the_range_function_it_started_from[linear],not_run,unobserved
tests/test_biotrangefunction.py::test_the_round_trip_returns_the_range_function_it_started_from[quadratic],not_run,unobserved
tests/test_biotrangefunction.py::test_the_round_trip_returns_the_series_it_started_from[alternating],not_run,unobserved
tests/test_biotrangefunction.py::test_the_round_trip_returns_the_series_it_started_from[constant],not_run,unobserved
tests/test_biotrangefunction.py::test_the_round_trip_returns_the_series_it_started_from[deep],not_run,unobserved
tests/test_biotrangefunction.py::test_the_round_trip_returns_the_series_it_started_from[linear],not_run,unobserved
tests/test_biotrangefunction.py::test_the_round_trip_returns_the_series_it_started_from[quadratic],not_run,unobserved
tests/test_biotrangefunction.py::test_the_series_helpers_add_and_scale_as_functions,not_run,unobserved
tests/test_biotsectionaverage.py::test_a_concave_section_has_only_positive_area_weights,not_run,unobserved
tests/test_biotsectionaverage.py::test_hexagonal_target_rule_convergence_against_the_double_integral_arbiter,not_run,unobserved
tests/test_biotsectionaverage.py::test_holes_and_disconnected_material_keep_positive_weights[1],not_run,unobserved
tests/test_biotsectionaverage.py::test_holes_and_disconnected_material_keep_positive_weights[2],not_run,unobserved
tests/test_biotsectionaverage.py::test_holes_and_disconnected_material_keep_positive_weights[3],not_run,unobserved
tests/test_biotsectionaverage.py::test_holes_and_disconnected_material_keep_positive_weights[5],not_run,unobserved
tests/test_biotsectionaverage.py::test_nonpositive_section_area_is_rejected,not_run,unobserved
tests/test_biotsectionaverage.py::test_section_area_is_stable_under_large_translation[translation0],not_run,unobserved
tests/test_biotsectionaverage.py::test_section_area_is_stable_under_large_translation[translation1],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_coincident_integrand_is_bounded_on_the_closed_section,not_run,unobserved
tests/test_biotsectionaverage.py::test_the_double_integral_is_reciprocal_where_the_single_integral_is_not,not_run,unobserved
tests/test_biotsectionaverage.py::test_the_oracle_reproduces_the_closed_form_where_both_are_ordinary,not_run,unobserved
tests/test_biotsectionaverage.py::test_the_rule_loses_order_to_the_section_aspect_ratio,not_run,unobserved
tests/test_biotsectionaverage.py::test_the_rule_reproduces_the_centroid_of_its_own_section[coil filament],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_rule_reproduces_the_centroid_of_its_own_section[plasma cell],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_rule_reproduces_the_centroid_of_its_own_section[slender],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_rule_reproduces_the_centroid_of_its_own_section[wall-clipped],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_self_term_converges_onto_the_published_ring_inductance[0.005],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_self_term_converges_onto_the_published_ring_inductance[0.01],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_self_term_converges_onto_the_published_ring_inductance[0.05],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_self_term_converges_onto_the_published_ring_inductance[0.2],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_shipped_order_holds_the_self_term_against_the_brute_force[coil filament],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_shipped_order_holds_the_self_term_against_the_brute_force[plasma cell],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_shipped_order_holds_the_self_term_against_the_brute_force[slender],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_shipped_order_holds_the_self_term_against_the_brute_force[wall-clipped],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_shipped_order_is_converged_on_the_coincident_term[coil filament],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_shipped_order_is_converged_on_the_coincident_term[plasma cell],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_shipped_order_is_converged_on_the_coincident_term[slender],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_shipped_order_is_converged_on_the_coincident_term[wall-clipped],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_weights_sum_to_the_section_area[coil filament],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_weights_sum_to_the_section_area[plasma cell],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_weights_sum_to_the_section_area[slender],not_run,unobserved
tests/test_biotsectionaverage.py::test_the_weights_sum_to_the_section_area[wall-clipped],not_run,unobserved
tests/test_biotsinemoments.py::test_a_root_on_the_range_end_returns_the_rings_own_convention,not_run,unobserved
tests/test_biotsinemoments.py::test_inactive_seed_branches_are_held_at_the_exact_confluence,not_run,unobserved
tests/test_biotsinemoments.py::test_the_closure_headroom_is_needed_at_the_shipped_depth,not_run,unobserved
tests/test_biotsinemoments.py::test_the_exact_quarter_confluence_has_analytic_moments_without_warnings,not_run,unobserved
tests/test_biotsinemoments.py::test_the_harmonic_cosines_are_exact_at_a_quarter_turn,not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.05-0.25-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.05-0.25-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.05-1.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.05-1.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.05-1000.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.05-1000.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.05-4.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.05-4.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.4-0.25-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.4-0.25-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.4-1.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.4-1.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.4-1000.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.4-1000.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.4-4.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[0.4-4.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[1.0-0.25-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[1.0-0.25-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[1.0-1.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[1.0-1.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[1.0-1000.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[1.0-1000.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[1.0-4.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_recursion_holds_on_this_family_too[1.0-4.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-0.0001-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-0.0001-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-0.01-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-0.01-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-0.25-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-0.25-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-1.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-1.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-10000.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-10000.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-1000000.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-1000000.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-1e-06-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-1e-06-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-30.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.01-30.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-0.0001-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-0.0001-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-0.01-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-0.01-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-0.25-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-0.25-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-1.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-1.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-10000.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-10000.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-1000000.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-1000000.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-1e-06-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-1e-06-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-30.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-0.5-30.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-1.2-0.0001-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-1.2-0.0001-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-1.2-0.01-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-1.2-0.01-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-1.2-0.25-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-1.2-0.25-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-1.2-1.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-1.2-1.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-1.2-10000.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-1.2-10000.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-1.2-1000000.0-False],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-1.2-1000000.0-True],not_run,unobserved
tests/test_biotsinemoments.py::test_the_pole_seed_is_elementary_and_holds_at_every_shift[0.01-1.2-1e-06-False],not_run,unobserved
