nodeid,first,last
tests/test_mast_flux_loop_adjudication.py::test_loops_the_sources_agree_on_need_no_decision,not_run,unobserved
tests/test_mast_flux_loop_adjudication.py::test_moving_a_loop_changes_the_flux_it_links,not_run,unobserved
tests/test_mast_flux_loop_adjudication.py::test_only_as_published_verdicts_enter_the_loop_inversion,not_run,unobserved
tests/test_mast_flux_loop_adjudication.py::test_pooling_keeps_the_two_candidates_apart,not_run,unobserved
tests/test_mast_flux_loop_adjudication.py::test_reflection_is_a_property_some_families_have_and_others_do_not,not_run,unobserved
tests/test_mast_flux_loop_adjudication.py::test_the_ledger_counts_every_disposition,not_run,unobserved
tests/test_mast_flux_loop_adjudication.py::test_the_ledger_names_the_described_loops_no_channel_reaches,not_run,unobserved
tests/test_mast_flux_loop_adjudication.py::test_the_ledger_record_round_trips_through_json,not_run,unobserved
tests/test_mast_flux_loop_adjudication.py::test_the_ledger_reports_which_source_each_promotion_chose,not_run,unobserved
tests/test_mast_flux_loop_adjudication.py::test_the_reconstruction_can_win_too,not_run,unobserved
tests/test_mast_flux_loop_adjudication.py::test_the_resolved_join_is_a_bijection_over_the_channel_blocks,not_run,unobserved
tests/test_mast_flux_loop_adjudication.py::test_too_little_held_out_coverage_decides_nothing,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_channel_apart_from_the_set_is_the_one_the_departure_names,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_channel_recorded_at_two_settings_has_no_single_gain,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_channel_too_few_shots_measured_is_not_read_at_all,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_channel_with_no_admissible_shot_is_absent_rather_than_zero,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_departure_both_routes_see_is_promoted,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_departure_only_this_route_sees_is_not_a_channel_state,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_gain_that_scatters_past_its_own_bound_is_excluded,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_gain_the_description_already_reproduces_needs_no_correction,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_loop_and_a_probe_column_share_one_coil_model,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_loop_column_is_the_kernel_flux_and_carries_no_orientation,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_loop_on_the_axis_is_refused_rather_than_evaluated,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_loop_reads_the_flux_the_description_predicts[14070],not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_loop_reads_the_flux_the_description_predicts[14084],not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_loop_reads_the_flux_the_description_predicts[14098],not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_loop_reads_the_flux_the_description_predicts[14099],not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_refused_channel_is_still_measurable_at_its_own_position,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_served_channel_is_read_at_the_described_loop,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_a_shot_whose_prediction_has_the_wrong_shape_does_not_vote,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_an_unmeasured_archive_ratio_never_corroborates,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_the_archive_forward_prediction_reads_the_same_channels[14098],not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_the_archive_forward_prediction_reads_the_same_channels[14099],not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_the_bound_is_the_shots_own_disagreement,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_the_restored_positions_are_what_the_measurement_prefers,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_the_route_agreement_is_what_separates_the_two_predictions,not_run,unobserved
tests/test_mast_flux_loop_gains.py::test_what_every_loop_shares_is_not_any_loop_s_own_gain,not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_block_whose_replacement_is_unique_is_restored,not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_block_with_more_free_rows_than_members_stays_as_published,not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_block_with_no_free_reconstruction_row_stays_as_published,not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_catalog_with_no_active_component_places_nothing_by_proximity,not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_coil_set_gathers_the_packs_a_loop_encircles[p2_inner_upper-p2_upper],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_coil_set_gathers_the_packs_a_loop_encircles[p2_outer_lower-p2_lower],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_coil_set_gathers_the_packs_a_loop_encircles[p4_lower-p4_lower],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_coil_set_gathers_the_packs_a_loop_encircles[sol-sol],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_loop_name_names_the_coil_it_is_mounted_on[FL_CC01-sol],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_loop_name_names_the_coil_it_is_mounted_on[FL_CC010-sol],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_loop_name_names_the_coil_it_is_mounted_on[FL_P2U_3-p2_upper],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_loop_name_names_the_coil_it_is_mounted_on[FL_P4L_1-p4_lower],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_loop_name_names_the_coil_it_is_mounted_on[FL_P6L_2-p6_lower],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_placement_reports_the_mounting_the_published_position_had,not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_a_row_a_correctly_mounted_loop_already_sits_on_is_not_reused,not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_an_unreadable_loop_name_is_refused_rather_than_left_unmounted,not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_every_other_loop_is_served_exactly_as_the_catalog_published_it[11766],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_every_other_loop_is_served_exactly_as_the_catalog_published_it[15656],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_every_other_loop_is_served_exactly_as_the_catalog_published_it[20019],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_every_other_loop_is_served_exactly_as_the_catalog_published_it[24037],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_every_other_loop_is_served_exactly_as_the_catalog_published_it[27773],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_every_other_loop_is_served_exactly_as_the_catalog_published_it[28770],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_every_refused_channel_names_the_condition_that_refused_it,not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_no_channel_claims_a_described_loop_another_channel_holds,not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_only_the_copied_block_sits_beside_the_wrong_coil[11766],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_only_the_copied_block_sits_beside_the_wrong_coil[15656],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_only_the_copied_block_sits_beside_the_wrong_coil[20019],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_only_the_copied_block_sits_beside_the_wrong_coil[24037],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_only_the_copied_block_sits_beside_the_wrong_coil[27773],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_only_the_copied_block_sits_beside_the_wrong_coil[28770],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_the_copied_block_is_restored_to_the_coil_it_is_named_for[11766],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_the_copied_block_is_restored_to_the_coil_it_is_named_for[15656],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_the_copied_block_is_restored_to_the_coil_it_is_named_for[20019],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_the_copied_block_is_restored_to_the_coil_it_is_named_for[24037],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_the_copied_block_is_restored_to_the_coil_it_is_named_for[27773],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_the_copied_block_is_restored_to_the_coil_it_is_named_for[28770],not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_the_join_serves_every_channel_the_description_has_a_loop_for,not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_the_repair_removes_the_duplicated_described_positions,not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_the_repaired_block_is_what_the_join_gained,not_run,unobserved
tests/test_mast_flux_loop_positions.py::test_the_restored_snapshot_reproduces_the_packaged_registry,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_a_coupling_bank_is_read_into_one_group,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_a_fit_reports_the_coil_columns_own_reach,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_a_fixed_path_keeps_its_supply_and_return_currents_tied,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_a_flux_class_needs_no_sensitive_axis,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_a_raw_source_fit_keeps_described_currents_free,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_a_read_outside_the_array_stops_the_iteration,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_a_ring_source_column_reads_field_and_flux_in_their_own_units,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_a_smooth_misfit_does_not_buy_the_highest_degree_offered,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_a_source_fit_reports_current_and_supply_multiple,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_a_summed_pair_rejects_odd_modes_and_keeps_even_leakage,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_an_expansion_is_scored_against_silence_on_rows_it_never_saw,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_assemble_carries_both_sensor_classes_in_their_own_units,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_assemble_drops_an_excluded_channel,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_assemble_refuses_a_channel_with_too_few_shots,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_assemble_refuses_a_group_no_channel_survives,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_both_bands_are_fitted_and_scored_across,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_each_row_reads_the_functional_its_class_measures,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_greedy_filament_models_recover_a_two_ring_target,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_pooling_floors_the_error_at_the_instrument_contribution,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_pooling_ignores_a_shot_that_did_not_serve_a_channel,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_pooling_takes_the_median_and_its_robust_standard_error,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_resampling_bands_come_from_the_shots,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_resampling_refuses_a_group_of_one_shot,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_selecting_no_row_raises,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_selecting_rows_keeps_the_per_shot_sample_aligned,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_sensor_class_rejects_a_coupling_of_the_wrong_width,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_sensor_class_rejects_a_pose_of_the_wrong_length,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_the_bands_split_the_array_at_the_centre_column,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_the_degree_is_chosen_on_channels_the_fold_did_not_fit,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_the_family_contrast_favours_a_circle_placed_on_the_source,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_the_family_slice_addresses_one_side_of_a_two_family_fit,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_the_flux_map_reproduces_the_filament_it_was_fitted_to,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_the_focus_scan_peaks_at_the_source,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_the_iterated_focus_settles_on_the_source,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_the_joint_fit_recovers_the_coil_currents_it_was_not_told,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_the_joint_fit_recovers_the_source_the_coil_columns_hide,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_the_projected_fit_is_not_the_joint_fit_by_another_route,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_the_projected_fit_leaves_no_coil_span_in_its_residual,not_run,unobserved
tests/test_mast_misfit_harmonics.py::test_the_supported_mask_is_the_range_the_sensors_bracket,not_run,unobserved
tests/test_mast_passive_calibration.py::TestDriveResponse::test_every_family_reaches_every_channel,not_run,unobserved
tests/test_mast_passive_calibration.py::TestPromotionContract::test_a_resistivity_above_the_material_interval_is_flagged_not_refused,not_run,unobserved
tests/test_mast_passive_calibration.py::TestPromotionContract::test_a_resistivity_below_the_material_interval_is_refused,not_run,unobserved
tests/test_mast_passive_calibration.py::TestPromotionContract::test_a_value_meeting_every_test_is_promoted,not_run,unobserved
tests/test_mast_passive_calibration.py::TestPromotionContract::test_a_value_that_does_not_generalise_is_refused,not_run,unobserved
tests/test_mast_passive_calibration.py::TestPromotionContract::test_an_unidentified_value_is_refused,not_run,unobserved
tests/test_mast_passive_calibration.py::TestPromotionContract::test_an_unstable_value_is_refused,not_run,unobserved
tests/test_mast_passive_calibration.py::TestPromotionContract::test_the_interval_is_the_union_of_both_widths,not_run,unobserved
tests/test_mast_passive_calibration.py::TestSplit::test_a_mixed_excitation_reports_no_single_coil,not_run,unobserved
tests/test_mast_passive_calibration.py::TestSplit::test_the_binding_held_out_shots_are_honoured,not_run,unobserved
tests/test_mast_passive_calibration.py::TestSplit::test_the_coil_takes_precedence_over_the_shot_split,not_run,unobserved
tests/test_mast_passive_calibration.py::TestSplit::test_the_held_out_coil_never_reaches_training,not_run,unobserved
tests/test_mast_passive_calibration.py::TestTransientCache::test_the_round_trip_keeps_the_drive_columns,not_run,unobserved
tests/test_mast_passive_calibration.py::TestTransientCache::test_the_round_trip_keeps_the_signal_and_its_noise,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestFit::test_a_class_is_recovered_as_precisely_as_the_probes_see_it,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestFit::test_a_decay_buried_in_noise_profiles_open,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestFit::test_a_populated_class_profiles_to_a_closed_interval,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestFit::test_a_starting_point_does_not_change_where_the_fit_lands,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestFit::test_an_empty_transient_set_is_refused,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestFit::test_dropping_a_shot_does_not_move_an_identified_class,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestFit::test_the_fit_improves_on_the_nominal_model,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestFit::test_the_fit_recovers_the_planted_multipliers,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestFit::test_the_fitted_model_predicts_a_decay_it_never_saw,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestModeSet::test_a_mismatched_multiplier_length_is_refused,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestModeSet::test_a_non_positive_multiplier_is_refused,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestModeSet::test_every_mode_decays,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestModeSet::test_no_resolvable_mode_is_an_error_not_an_empty_fit,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestModeSet::test_raising_resistance_shortens_every_time_constant,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestModeSet::test_the_modes_are_ordered_slowest_first,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestModeSet::test_the_resolvable_band_excludes_both_extremes,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestReconstruction::test_a_wrong_model_leaves_residual,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestReconstruction::test_an_unposed_channel_is_refused,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestReconstruction::test_the_true_model_explains_a_clean_decay,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestResistivityClasses::test_an_undistinguished_family_falls_to_the_vessel,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestResistivityClasses::test_classes_expand_onto_one_multiplier_per_circuit,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestResistivityClasses::test_only_the_populated_classes_are_carried,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestResistivityClasses::test_the_named_families_carry_their_own_class,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_a_channel_with_no_samples_is_dropped,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_a_drive_that_never_stops_opens_no_window,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_a_reconstruction_separates_the_modes_from_the_drive,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_a_refused_channel_never_enters_the_pattern,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_a_shot_that_drove_nothing_is_refused,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_a_steady_drive_earns_no_column,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_a_still_ramping_drive_is_visible_in_the_residual,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_the_drive_share_measures_what_the_coil_explains,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_the_noise_floor_is_measured_per_channel,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_the_record_reports_what_it_read,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_the_residual_drive_is_carried_as_a_modelled_column,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_the_standing_offset_is_removed,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_the_window_opens_after_the_switch_off,not_run,unobserved
tests/test_mast_passive_decay_modes.py::TestTransientReading::test_too_few_channels_is_refused,not_run,unobserved
tests/test_mast_passive_inductance.py::TestLinkage::test_a_compact_section_reaches_the_thin_ring_limit,not_run,unobserved
tests/test_mast_passive_inductance.py::TestLinkage::test_a_finite_section_self_term_is_below_the_filament_limit,not_run,unobserved
tests/test_mast_passive_inductance.py::TestLinkage::test_a_self_term_dominates_its_own_row,not_run,unobserved
tests/test_mast_passive_inductance.py::TestLinkage::test_a_small_section_reproduces_the_coaxial_mutual,not_run,unobserved
tests/test_mast_passive_inductance.py::TestLinkage::test_a_tall_thin_shell_reaches_the_long_solenoid_limit,not_run,unobserved
tests/test_mast_passive_inductance.py::TestLinkage::test_an_axially_separated_mutual_matches_too,not_run,unobserved
tests/test_mast_passive_inductance.py::TestLinkage::test_reciprocity_residual_is_reported_and_small,not_run,unobserved
tests/test_mast_passive_inductance.py::TestLinkage::test_the_matrix_is_symmetric_and_positive_definite,not_run,unobserved
tests/test_mast_passive_inductance.py::TestLinkage::test_the_names_and_point_counts_travel_with_the_matrix,not_run,unobserved
tests/test_mast_passive_inductance.py::TestNominalResistance::test_a_thinner_section_carries_more_resistance,not_run,unobserved
tests/test_mast_passive_inductance.py::TestNominalResistance::test_resistance_is_resistivity_over_the_measured_section,not_run,unobserved
tests/test_mast_passive_inductance.py::TestProbeCoupling::test_each_probe_reads_the_axis_it_is_posed_along,not_run,unobserved
tests/test_mast_passive_inductance.py::TestProbeCoupling::test_the_field_falls_off_with_distance,not_run,unobserved
tests/test_mast_passive_inductance.py::TestRegistryCircuits::test_every_case_plate_names_the_coil_it_encloses,not_run,unobserved
tests/test_mast_passive_inductance.py::TestRegistryCircuits::test_every_circuit_admits_a_quadrature,not_run,unobserved
tests/test_mast_passive_inductance.py::TestRegistryCircuits::test_every_circuit_has_a_positive_nominal_resistance,not_run,unobserved
tests/test_mast_passive_inductance.py::TestRegistryCircuits::test_one_circuit_per_disjoint_section,not_run,unobserved
tests/test_mast_passive_inductance.py::TestRegistryCircuits::test_the_corrected_cases_carry_both_p6_groups,not_run,unobserved
tests/test_mast_passive_inductance.py::TestRegistryCircuits::test_the_unsourced_material_family_is_named,not_run,unobserved
tests/test_mast_passive_inductance.py::TestSectionGeometry::test_a_degenerate_outline_is_refused,not_run,unobserved
tests/test_mast_passive_inductance.py::TestSectionGeometry::test_centroid_and_area_come_from_the_outline,not_run,unobserved
tests/test_mast_passive_inductance.py::TestSectionGeometry::test_thickness_of_a_square_is_half_its_side,not_run,unobserved
tests/test_mast_passive_inductance.py::TestSectionGeometry::test_thickness_of_a_strip_is_its_width,not_run,unobserved
tests/test_mast_passive_inductance.py::TestSectionQuadrature::test_a_sliver_the_grid_misses_still_gets_a_point_inside_it,not_run,unobserved
tests/test_mast_passive_inductance.py::TestSectionQuadrature::test_a_thin_wall_is_resolved_across_its_thickness,not_run,unobserved
tests/test_mast_passive_inductance.py::TestSectionQuadrature::test_every_point_lies_inside_the_outline,not_run,unobserved
tests/test_mast_passive_inductance.py::TestSectionQuadrature::test_the_grid_owns_every_point_back_to_its_circuit,not_run,unobserved
tests/test_mast_passive_inductance.py::TestSectionQuadrature::test_the_point_target_coarsens_a_long_shell,not_run,unobserved
tests/test_mast_passive_inductance.py::TestSectionQuadrature::test_weights_are_a_section_mean,not_run,unobserved
tests/test_mast_probe_calibration.py::test_a_channel_without_a_measured_floor_is_left_unjudged,not_run,unobserved
tests/test_mast_probe_calibration.py::test_a_coil_that_does_not_dominate_returns_no_gain,not_run,unobserved
tests/test_mast_probe_calibration.py::test_a_correction_that_fits_its_own_shots_must_still_predict,not_run,unobserved
tests/test_mast_probe_calibration.py::test_a_family_measured_on_too_few_shots_is_not_counted,not_run,unobserved
tests/test_mast_probe_calibration.py::test_a_probe_reading_high_returns_its_own_scale,not_run,unobserved
tests/test_mast_probe_calibration.py::test_a_probe_with_no_held_out_coverage_is_not_promoted,not_run,unobserved
tests/test_mast_probe_calibration.py::test_a_probe_with_no_orthogonal_partner_is_never_a_calibration_item,not_run,unobserved
tests/test_mast_probe_calibration.py::test_a_rotated_probe_is_recovered_from_its_neighbour_and_not_the_model,not_run,unobserved
tests/test_mast_probe_calibration.py::test_every_outboard_probe_but_one_pair_finds_its_orthogonal_twin,not_run,unobserved
tests/test_mast_probe_calibration.py::test_one_coil_misrepresented_at_one_probe_is_excitation_selective,not_run,unobserved
tests/test_mast_probe_calibration.py::test_pairing_survives_a_renumbering,not_run,unobserved
tests/test_mast_probe_calibration.py::test_the_criterion_separates_the_two_planted_causes,not_run,unobserved
tests/test_mast_probe_calibration.py::test_the_record_round_trips_through_json,not_run,unobserved
tests/test_mast_probe_calibration.py::test_the_standard_error_is_the_scatter_across_shots,not_run,unobserved
tests/test_mast_probe_calibration.py::test_the_standoff_boundary_matches_the_turn_fit,not_run,unobserved
tests/test_mast_probe_calibration.py::test_verdict_counts_name_every_verdict,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_a_channel_without_a_measured_floor_cannot_be_judged,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_a_gain_indistinguishable_from_one_promotes_nothing,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_a_gain_that_depends_on_the_driving_coil_is_geometry,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_a_residual_explained_by_the_co_located_channel_is_a_tilt,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_a_stable_coefficient_above_the_noise_floor_explains_nothing,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_an_angle_too_large_to_be_a_mounting_error_is_refused,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_every_verdict_names_a_hypothesis_or_declines_to,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_one_gain_across_families_is_a_probe_area_error,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_selectivity_outranks_a_clean_rigid_fit,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_spread_significance_is_the_boundary_it_claims_to_be,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_statistics_are_canonically_serializable,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_statistics_reject_negative_scatter,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_the_pre_registration_detects_a_moved_threshold,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_the_pre_registration_serializes_byte_stably,not_run,unobserved
tests/test_mast_probe_discriminant.py::test_too_few_families_cannot_be_judged_either_way,not_run,unobserved
tests/test_mast_provisional_ids.py::test_artifact_shot_ranges_carry_registry_evidence,not_run,unobserved
tests/test_mast_provisional_ids.py::test_documented_circuit_grouping_reaches_the_dictionary,not_run,unobserved
tests/test_mast_provisional_ids.py::test_every_passive_section_carries_one_toroidal_turn,not_run,unobserved
tests/test_mast_provisional_ids.py::test_material_seed_reaches_only_the_families_a_source_supports,not_run,unobserved
tests/test_mast_provisional_ids.py::test_measured_geometry_survives_the_round_trip,not_run,unobserved
tests/test_mast_provisional_ids.py::test_published_revision_verifies_but_is_not_operator_ready,not_run,unobserved
tests/test_mast_provisional_ids.py::test_representation_only_seeds_do_not_move_physical_identity,not_run,unobserved
tests/test_mast_provisional_ids.py::test_republishing_reproduces_the_semantics_not_the_container,not_run,unobserved
tests/test_mast_provisional_ids.py::test_seeded_set_validates_and_reopens_at_the_pinned_dictionary,not_run,unobserved
tests/test_mast_provisional_ids.py::test_seeding_leaves_the_physical_configuration_identical,not_run,unobserved
tests/test_mast_provisional_ids.py::test_unresolved_diagnostic_pose_is_written_nowhere,not_run,unobserved
tests/test_mast_provisional_ids.py::test_unresolved_electrical_semantics_are_written_nowhere,not_run,unobserved
tests/test_mast_registry_reproduction.py::test_the_packaged_registry_is_byte_for_byte_reproducible,not_run,unobserved
tests/test_mast_registry_reproduction.py::test_the_reader_rebuilds_the_packaged_geometry,not_run,unobserved
tests/test_mast_registry_reproduction.py::test_the_reader_rebuilds_the_packaged_identity,not_run,unobserved
tests/test_mast_registry_reproduction.py::test_the_representative_shot_is_the_one_the_registry_names,not_run,unobserved
tests/test_mast_seed_parameters.py::test_an_ambiguous_conductor_family_gets_no_material,not_run,unobserved
tests/test_mast_seed_parameters.py::test_citations_record_whether_the_wording_was_read,not_run,unobserved
tests/test_mast_seed_parameters.py::test_discrete_choices_keep_both_candidates,not_run,unobserved
tests/test_mast_seed_parameters.py::test_documented_circuits_cover_every_active_family,not_run,unobserved
tests/test_mast_seed_parameters.py::test_every_citation_describes_the_original_machine,not_run,unobserved
tests/test_mast_seed_parameters.py::test_inconel_is_more_resistive_than_stainless_with_disjoint_intervals,not_run,unobserved
tests/test_mast_seed_parameters.py::test_loop_resistance_is_resistivity_times_path_length_over_section,not_run,unobserved
tests/test_mast_seed_parameters.py::test_material_is_named_by_a_source_or_assigned_by_association,not_run,unobserved
tests/test_mast_seed_parameters.py::test_only_connected_sections_get_a_seeded_resistance,not_run,unobserved
tests/test_mast_seed_parameters.py::test_proposed_standard_names_point_at_real_dictionary_paths,not_run,unobserved
tests/test_mast_seed_parameters.py::test_section_measurement_rejects_a_degenerate_loop,not_run,unobserved
tests/test_mast_seed_parameters.py::test_seeded_ledger_states_every_field_it_touches,not_run,unobserved
tests/test_mast_seed_parameters.py::test_seeding_leaves_the_physical_identity_untouched,not_run,unobserved
tests/test_mast_seed_parameters.py::test_solenoid_turn_current_is_half_the_documented_feed_current,not_run,unobserved
tests/test_mast_seed_parameters.py::test_the_decay_calibration_records_its_negative_result,not_run,unobserved
